year,region,state,unit_name,unit_type,visitors,pop,gas_price
2014,PW,WA,Lewis and Clark National Historical Park,National Historical Park,244921,7061530,3.37
2015,PW,WA,Lewis and Clark National Historical Park,National Historical Park,270410,7170351,2.45
2006,MW,IN,Lincoln Boyhood National Memorial,National Memorial,123781,6332669,2.59
2007,MW,IN,Lincoln Boyhood National Memorial,National Memorial,128596,6379599,2.8
2008,MW,IN,Lincoln Boyhood National Memorial,National Memorial,147123,6424806,3.27
2009,MW,IN,Lincoln Boyhood National Memorial,National Memorial,182172,6459325,2.35
2010,MW,IN,Lincoln Boyhood National Memorial,National Memorial,126228,6490308,2.79
2011,MW,IN,Lincoln Boyhood National Memorial,National Memorial,108420,6516560,3.53
2012,MW,IN,Lincoln Boyhood National Memorial,National Memorial,133550,6537632,3.64
2013,MW,IN,Lincoln Boyhood National Memorial,National Memorial,125069,6570713,3.53
2014,MW,IN,Lincoln Boyhood National Memorial,National Memorial,99795,6596855,3.37
2015,MW,IN,Lincoln Boyhood National Memorial,National Memorial,111711,6619680,2.45
2006,MW,IL,Lincoln Home National Historic Site,National Historic Site,388887,12643955,2.59
2007,MW,IL,Lincoln Home National Historic Site,National Historic Site,358809,12695866,2.8
2008,MW,IL,Lincoln Home National Historic Site,National Historic Site,335473,12747038,3.27
2009,MW,IL,Lincoln Home National Historic Site,National Historic Site,464074,12796778,2.35
2010,MW,IL,Lincoln Home National Historic Site,National Historic Site,354125,12840097,2.79
2011,MW,IL,Lincoln Home National Historic Site,National Historic Site,296214,12858725,3.53
2012,MW,IL,Lincoln Home National Historic Site,National Historic Site,295464,12873763,3.64
2013,MW,IL,Lincoln Home National Historic Site,National Historic Site,209405,12890552,3.53
2014,MW,IL,Lincoln Home National Historic Site,National Historic Site,218132,12880580,3.37
2015,MW,IL,Lincoln Home National Historic Site,National Historic Site,233299,12859995,2.45
2006,NC,DC,Lincoln Memorial,National Memorial,3810347,570681,2.59
2007,NC,DC,Lincoln Memorial,National Memorial,4214167,574404,2.8
2008,NC,DC,Lincoln Memorial,National Memorial,4678861,580236,3.27
2009,NC,DC,Lincoln Memorial,National Memorial,5255570,592228,2.35
2010,NC,DC,Lincoln Memorial,National Memorial,6042315,605210,2.79
2011,NC,DC,Lincoln Memorial,National Memorial,5971220,620427,3.53
2012,NC,DC,Lincoln Memorial,National Memorial,6191361,635040,3.64
2013,NC,DC,Lincoln Memorial,National Memorial,6546518,649111,3.53
2014,NC,DC,Lincoln Memorial,National Memorial,7139072,658893,3.37
2015,NC,DC,Lincoln Memorial,National Memorial,7941771,672228,2.45
2006,IM,MT,Little Bighorn Battlefield National Monument,National Monument,298518,952692,2.59
2007,IM,MT,Little Bighorn Battlefield National Monument,National Monument,290744,964706,2.8
2008,IM,MT,Little Bighorn Battlefield National Monument,National Monument,282233,976415,3.27
2009,IM,MT,Little Bighorn Battlefield National Monument,National Monument,302811,983982,2.35
2010,IM,MT,Little Bighorn Battlefield National Monument,National Monument,320959,990575,2.79
2011,IM,MT,Little Bighorn Battlefield National Monument,National Monument,312168,997661,3.53
2012,IM,MT,Little Bighorn Battlefield National Monument,National Monument,346327,1005163,3.64
2013,IM,MT,Little Bighorn Battlefield National Monument,National Monument,277883,1014864,3.53
2014,IM,MT,Little Bighorn Battlefield National Monument,National Monument,281436,1023579,3.37
2015,IM,MT,Little Bighorn Battlefield National Monument,National Monument,317782,1032949,2.45
2006,SE,AL,Little River Canyon National Preserve,National Preserve,211047,4628981,2.59
2007,SE,AL,Little River Canyon National Preserve,National Preserve,264189,4672840,2.8
2008,SE,AL,Little River Canyon National Preserve,National Preserve,197693,4718206,3.27
2009,SE,AL,Little River Canyon National Preserve,National Preserve,189251,4757938,2.35
2010,SE,AL,Little River Canyon National Preserve,National Preserve,192576,4785822,2.79
2011,SE,AL,Little River Canyon National Preserve,National Preserve,225549,4801695,3.53
2012,SE,AL,Little River Canyon National Preserve,National Preserve,201109,4817484,3.64
2013,SE,AL,Little River Canyon National Preserve,National Preserve,185477,4833996,3.53
2014,SE,AL,Little River Canyon National Preserve,National Preserve,224931,4849377,3.37
2015,SE,AL,Little River Canyon National Preserve,National Preserve,248135,4858979,2.45
2006,MW,AR,Little Rock Central High School National Historic Site,National Historic Site,35264,2821761,2.59
2007,MW,AR,Little Rock Central High School National Historic Site,National Historic Site,56938,2848650,2.8
2008,MW,AR,Little Rock Central High School National Historic Site,National Historic Site,42302,2874554,3.27
2009,MW,AR,Little Rock Central High School National Historic Site,National Historic Site,60103,2896843,2.35
2010,MW,AR,Little Rock Central High School National Historic Site,National Historic Site,49740,2922297,2.79
2011,MW,AR,Little Rock Central High School National Historic Site,National Historic Site,66106,2938430,3.53
2012,MW,AR,Little Rock Central High School National Historic Site,National Historic Site,63938,2949300,3.64
2013,MW,AR,Little Rock Central High School National Historic Site,National Historic Site,114144,2958765,3.53
2014,MW,AR,Little Rock Central High School National Historic Site,National Historic Site,115908,2966369,3.37
2015,MW,AR,Little Rock Central High School National Historic Site,National Historic Site,125956,2978204,2.45
2006,NE,MA,Longfellow House-Washington's Headquarters National Historic Site,National Historic Site,43108,6410084,2.59
2007,NE,MA,Longfellow House-Washington's Headquarters National Historic Site,National Historic Site,49246,6431559,2.8
2008,NE,MA,Longfellow House-Washington's Headquarters National Historic Site,National Historic Site,59827,6468967,3.27
2009,NE,MA,Longfellow House-Washington's Headquarters National Historic Site,National Historic Site,39065,6517613,2.35
2010,NE,MA,Longfellow House-Washington's Headquarters National Historic Site,National Historic Site,45684,6564073,2.79
2011,NE,MA,Longfellow House-Washington's Headquarters National Historic Site,National Historic Site,46596,6612270,3.53
2012,NE,MA,Longfellow House-Washington's Headquarters National Historic Site,National Historic Site,52234,6655829,3.64
2013,NE,MA,Longfellow House-Washington's Headquarters National Historic Site,National Historic Site,40554,6708874,3.53
2014,NE,MA,Longfellow House-Washington's Headquarters National Historic Site,National Historic Site,46371,6745408,3.37
2015,NE,MA,Longfellow House-Washington's Headquarters National Historic Site,National Historic Site,50784,6794422,2.45
2006,NE,MA,Lowell National Historical Park,National Historical Park,632234,6410084,2.59
2007,NE,MA,Lowell National Historical Park,National Historical Park,519706,6431559,2.8
2008,NE,MA,Lowell National Historical Park,National Historical Park,574410,6468967,3.27
2009,NE,MA,Lowell National Historical Park,National Historical Park,565960,6517613,2.35
2010,NE,MA,Lowell National Historical Park,National Historical Park,540475,6564073,2.79
2011,NE,MA,Lowell National Historical Park,National Historical Park,520452,6612270,3.53
2012,NE,MA,Lowell National Historical Park,National Historical Park,537551,6655829,3.64
2013,NE,MA,Lowell National Historical Park,National Historical Park,517763,6708874,3.53
2014,NE,MA,Lowell National Historical Park,National Historical Park,514524,6745408,3.37
2015,NE,MA,Lowell National Historical Park,National Historical Park,531055,6794422,2.45
2006,IM,TX,Lyndon B. Johnson National Historical Park,National Historical Park,78792,23359580,2.59
2007,IM,TX,Lyndon B. Johnson National Historical Park,National Historical Park,85818,23831983,2.8
2008,IM,TX,Lyndon B. Johnson National Historical Park,National Historical Park,93204,24309039,3.27
2009,IM,TX,Lyndon B. Johnson National Historical Park,National Historical Park,98218,24801761,2.35
2010,IM,TX,Lyndon B. Johnson National Historical Park,National Historical Park,112680,25245717,2.79
2011,IM,TX,Lyndon B. Johnson National Historical Park,National Historical Park,100056,25657477,3.53
2012,IM,TX,Lyndon B. Johnson National Historical Park,National Historical Park,110791,26094422,3.64
2013,IM,TX,Lyndon B. Johnson National Historical Park,National Historical Park,82369,26505637,3.53
2014,IM,TX,Lyndon B. Johnson National Historical Park,National Historical Park,88427,26956958,3.37
2015,IM,TX,Lyndon B. Johnson National Historical Park,National Historical Park,124979,27469114,2.45
2006,NC,DC,Lyndon Baines Johnson Memorial Grove on the Potomac,National Memorial,470683,570681,2.59
2007,NC,DC,Lyndon Baines Johnson Memorial Grove on the Potomac,National Memorial,453297,574404,2.8
2008,NC,DC,Lyndon Baines Johnson Memorial Grove on the Potomac,National Memorial,411164,580236,3.27
2009,NC,DC,Lyndon Baines Johnson Memorial Grove on the Potomac,National Memorial,333368,592228,2.35
2010,NC,DC,Lyndon Baines Johnson Memorial Grove on the Potomac,National Memorial,230694,605210,2.79
2011,NC,DC,Lyndon Baines Johnson Memorial Grove on the Potomac,National Memorial,239058,620427,3.53
2012,NC,DC,Lyndon Baines Johnson Memorial Grove on the Potomac,National Memorial,371063,635040,3.64
2013,NC,DC,Lyndon Baines Johnson Memorial Grove on the Potomac,National Memorial,294979,649111,3.53
2014,NC,DC,Lyndon Baines Johnson Memorial Grove on the Potomac,National Memorial,254167,658893,3.37
2015,NC,DC,Lyndon Baines Johnson Memorial Grove on the Potomac,National Memorial,232882,672228,2.45
2006,NE,VA,Maggie L. Walker National Historic Site,National Historic Site,7803,7673725,2.59
2007,NE,VA,Maggie L. Walker National Historic Site,National Historic Site,8026,7751000,2.8
2008,NE,VA,Maggie L. Walker National Historic Site,National Historic Site,7367,7833496,3.27
2009,NE,VA,Maggie L. Walker National Historic Site,National Historic Site,9853,7925937,2.35
2010,NE,VA,Maggie L. Walker National Historic Site,National Historic Site,12331,8025376,2.79
2011,NE,VA,Maggie L. Walker National Historic Site,National Historic Site,10779,8110188,3.53
2012,NE,VA,Maggie L. Walker National Historic Site,National Historic Site,8276,8193422,3.64
2013,NE,VA,Maggie L. Walker National Historic Site,National Historic Site,7013,8270345,3.53
2014,NE,VA,Maggie L. Walker National Historic Site,National Historic Site,9045,8326289,3.37
2015,NE,VA,Maggie L. Walker National Historic Site,National Historic Site,7589,8382993,2.45
2006,SE,KY,Mammoth Cave National Park,National Park,597934,4219239,2.59
2007,SE,KY,Mammoth Cave National Park,National Park,487305,4256672,2.8
2008,SE,KY,Mammoth Cave National Park,National Park,446174,4289878,3.27
2009,SE,KY,Mammoth Cave National Park,National Park,503856,4317074,2.35
2010,SE,KY,Mammoth Cave National Park,National Park,497225,4349838,2.79
2011,SE,KY,Mammoth Cave National Park,National Park,483319,4370038,3.53
2012,SE,KY,Mammoth Cave National Park,National Park,508054,4383465,3.64
2013,SE,KY,Mammoth Cave National Park,National Park,494541,4399583,3.53
2014,SE,KY,Mammoth Cave National Park,National Park,522628,4413457,3.37
2015,SE,KY,Mammoth Cave National Park,National Park,566895,4425092,2.45
2006,NC,VA,Manassas National Battlefield Park,National Battlefield Park,674851,7673725,2.59
2007,NC,VA,Manassas National Battlefield Park,National Battlefield Park,584926,7751000,2.8
2008,NC,VA,Manassas National Battlefield Park,National Battlefield Park,594992,7833496,3.27
2009,NC,VA,Manassas National Battlefield Park,National Battlefield Park,578383,7925937,2.35
2010,NC,VA,Manassas National Battlefield Park,National Battlefield Park,612490,8025376,2.79
2011,NC,VA,Manassas National Battlefield Park,National Battlefield Park,659740,8110188,3.53
2012,NC,VA,Manassas National Battlefield Park,National Battlefield Park,600354,8193422,3.64
2013,NC,VA,Manassas National Battlefield Park,National Battlefield Park,538888,8270345,3.53
2014,NC,VA,Manassas National Battlefield Park,National Battlefield Park,514140,8326289,3.37
2015,NC,VA,Manassas National Battlefield Park,National Battlefield Park,502045,8382993,2.45
2006,PW,CA,Manzanar National Historic Site,National Historic Site,88200,36021202,2.59
2007,PW,CA,Manzanar National Historic Site,National Historic Site,81344,36250311,2.8
2008,PW,CA,Manzanar National Historic Site,National Historic Site,78468,36604337,3.27
2009,PW,CA,Manzanar National Historic Site,National Historic Site,89190,36961229,2.35
2010,PW,CA,Manzanar National Historic Site,National Historic Site,76592,37336011,2.79
2011,PW,CA,Manzanar National Historic Site,National Historic Site,79587,37701901,3.53
2012,PW,CA,Manzanar National Historic Site,National Historic Site,72831,38062780,3.64
2013,PW,CA,Manzanar National Historic Site,National Historic Site,77511,38431393,3.53
2014,PW,CA,Manzanar National Historic Site,National Historic Site,77633,38802500,3.37
2015,PW,CA,Manzanar National Historic Site,National Historic Site,95327,39144818,2.45
2006,NE,VT,Marsh-Billings-Rockefeller National Historical Park,National Historical Park,22484,622892,2.59
2007,NE,VT,Marsh-Billings-Rockefeller National Historical Park,National Historical Park,32179,623481,2.8
2008,NE,VT,Marsh-Billings-Rockefeller National Historical Park,National Historical Park,37121,624151,3.27
2009,NE,VT,Marsh-Billings-Rockefeller National Historical Park,National Historical Park,31129,624817,2.35
2010,NE,VT,Marsh-Billings-Rockefeller National Historical Park,National Historical Park,31209,625792,2.79
2011,NE,VT,Marsh-Billings-Rockefeller National Historical Park,National Historical Park,29049,626450,3.53
2012,NE,VT,Marsh-Billings-Rockefeller National Historical Park,National Historical Park,32403,626138,3.64
2013,NE,VT,Marsh-Billings-Rockefeller National Historical Park,National Historical Park,34112,626855,3.53
2014,NE,VT,Marsh-Billings-Rockefeller National Historical Park,National Historical Park,39086,626562,3.37
2015,NE,VT,Marsh-Billings-Rockefeller National Historical Park,National Historical Park,35003,626042,2.45
2011,NC,DC,"Martin Luther King, Jr., Memorial",Other Designation,1490358,620427,3.53
2012,NC,DC,"Martin Luther King, Jr., Memorial",Other Designation,3738336,635040,3.64
2013,NC,DC,"Martin Luther King, Jr., Memorial",Other Designation,3205654,649111,3.53
2014,NC,DC,"Martin Luther King, Jr., Memorial",Other Designation,3199136,658893,3.37
2015,NC,DC,"Martin Luther King, Jr., Memorial",Other Designation,3530401,672228,2.45
2006,SE,GA,"Martin Luther King, Jr., National Historic Site",National Historic Site,791617,9155813,2.59
2007,SE,GA,"Martin Luther King, Jr., National Historic Site",National Historic Site,652867,9349988,2.8
2008,SE,GA,"Martin Luther King, Jr., National Historic Site",National Historic Site,658873,9504843,3.27
2009,SE,GA,"Martin Luther King, Jr., National Historic Site",National Historic Site,650343,9620846,2.35
2010,SE,GA,"Martin Luther King, Jr., National Historic Site",National Historic Site,658452,9714464,2.79
2011,SE,GA,"Martin Luther King, Jr., National Historic Site",National Historic Site,666482,9813201,3.53
2012,SE,GA,"Martin Luther King, Jr., National Historic Site",National Historic Site,707514,9919000,3.64
