year,region,state,unit_name,unit_type,visitors
1987,MW,OH,Hopewell Culture National Historical Park,National Historical Park,46750
1988,MW,OH,Hopewell Culture National Historical Park,National Historical Park,44592
1989,MW,OH,Hopewell Culture National Historical Park,National Historical Park,42422
1990,MW,OH,Hopewell Culture National Historical Park,National Historical Park,38509
1991,MW,OH,Hopewell Culture National Historical Park,National Historical Park,42322
1992,MW,OH,Hopewell Culture National Historical Park,National Historical Park,41402
1993,MW,OH,Hopewell Culture National Historical Park,National Historical Park,33832
1994,MW,OH,Hopewell Culture National Historical Park,National Historical Park,37042
1995,MW,OH,Hopewell Culture National Historical Park,National Historical Park,38836
1996,MW,OH,Hopewell Culture National Historical Park,National Historical Park,37005
1997,MW,OH,Hopewell Culture National Historical Park,National Historical Park,35075
1998,MW,OH,Hopewell Culture National Historical Park,National Historical Park,35599
1999,MW,OH,Hopewell Culture National Historical Park,National Historical Park,29282
2000,MW,OH,Hopewell Culture National Historical Park,National Historical Park,28617
2001,MW,OH,Hopewell Culture National Historical Park,National Historical Park,26761
2002,MW,OH,Hopewell Culture National Historical Park,National Historical Park,28672
2003,MW,OH,Hopewell Culture National Historical Park,National Historical Park,46607
2004,MW,OH,Hopewell Culture National Historical Park,National Historical Park,35740
2005,MW,OH,Hopewell Culture National Historical Park,National Historical Park,30156
2006,MW,OH,Hopewell Culture National Historical Park,National Historical Park,30336
2007,MW,OH,Hopewell Culture National Historical Park,National Historical Park,30321
2008,MW,OH,Hopewell Culture National Historical Park,National Historical Park,28130
2009,MW,OH,Hopewell Culture National Historical Park,National Historical Park,34179
2010,MW,OH,Hopewell Culture National Historical Park,National Historical Park,33918
2011,MW,OH,Hopewell Culture National Historical Park,National Historical Park,33834
2012,MW,OH,Hopewell Culture National Historical Park,National Historical Park,39462
2013,MW,OH,Hopewell Culture National Historical Park,National Historical Park,32206
2014,MW,OH,Hopewell Culture National Historical Park,National Historical Park,36432
2015,MW,OH,Hopewell Culture National Historical Park,National Historical Park,43587
2016,MW,OH,Hopewell Culture National Historical Park,National Historical Park,58058
1940,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,2364
1941,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,90357
1942,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,24992
1943,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,22664
1944,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,69360
1945,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,49966
1946,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,91712
1947,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,71680
1948,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,82384
1949,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,76903
1950,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,61242
1951,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,67948
1952,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,86830
1953,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,76714
1954,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,63600
1955,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,53800
1956,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,93200
1957,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,84600
1958,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,82000
1959,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,100200
1960,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,98700
1961,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,114300
1962,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,114200
1963,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,114600
1964,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,125400
1965,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,141900
1966,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,133600
1967,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,139200
1968,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,142900
1969,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,156400
1970,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,186300
1971,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,171200
1972,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,157468
1973,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,163400
1974,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,154400
1975,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,147700
1976,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,198800
1977,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,156800
1978,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,144279
1979,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,133450
1980,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,163074
1981,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,143430
1982,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,150975
1983,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,162159
1984,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,149820
1985,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,154027
1986,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,138638
1987,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,128870
1988,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,130420
1989,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,103195
1990,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,99216
1991,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,107238
1992,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,114510
1993,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,109219
1994,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,94416
1995,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,87965
1996,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,91412
1997,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,85936
1998,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,86546
1999,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,74303
2000,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,69152
2001,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,64898
2002,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,60733
2003,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,53694
2004,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,50246
2005,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,49980
2006,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,49239
2007,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,56013
2008,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,49328
2009,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,53186
2010,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,55750
2011,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,44873
2012,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,52870
2013,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,46138
2014,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,48105
2015,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,51252
2016,NE,PA,Hopewell Furnace National Historic Site,National Historic Site,54167
1960,SE,AL,Horseshoe Bend National Military Park,National Military Park,23900
1961,SE,AL,Horseshoe Bend National Military Park,National Military Park,15600
1962,SE,AL,Horseshoe Bend National Military Park,National Military Park,14000
1963,SE,AL,Horseshoe Bend National Military Park,National Military Park,29800
1964,SE,AL,Horseshoe Bend National Military Park,National Military Park,37400
1965,SE,AL,Horseshoe Bend National Military Park,National Military Park,47400
1966,SE,AL,Horseshoe Bend National Military Park,National Military Park,40400
1967,SE,AL,Horseshoe Bend National Military Park,National Military Park,59100
1968,SE,AL,Horseshoe Bend National Military Park,National Military Park,358100
1969,SE,AL,Horseshoe Bend National Military Park,National Military Park,264400
1970,SE,AL,Horseshoe Bend National Military Park,National Military Park,267500
1971,SE,AL,Horseshoe Bend National Military Park,National Military Park,70800
1972,SE,AL,Horseshoe Bend National Military Park,National Military Park,59016
1973,SE,AL,Horseshoe Bend National Military Park,National Military Park,80800
1974,SE,AL,Horseshoe Bend National Military Park,National Military Park,49500
1975,SE,AL,Horseshoe Bend National Military Park,National Military Park,61900
1976,SE,AL,Horseshoe Bend National Military Park,National Military Park,65700
1977,SE,AL,Horseshoe Bend National Military Park,National Military Park,62700
1978,SE,AL,Horseshoe Bend National Military Park,National Military Park,65382
1979,SE,AL,Horseshoe Bend National Military Park,National Military Park,50566
1980,SE,AL,Horseshoe Bend National Military Park,National Military Park,44323
1981,SE,AL,Horseshoe Bend National Military Park,National Military Park,78388
1982,SE,AL,Horseshoe Bend National Military Park,National Military Park,57539
1983,SE,AL,Horseshoe Bend National Military Park,National Military Park,62514
1984,SE,AL,Horseshoe Bend National Military Park,National Military Park,62374
1985,SE,AL,Horseshoe Bend National Military Park,National Military Park,62549
1986,SE,AL,Horseshoe Bend National Military Park,National Military Park,61203
1987,SE,AL,Horseshoe Bend National Military Park,National Military Park,47688
1988,SE,AL,Horseshoe Bend National Military Park,National Military Park,65467
1989,SE,AL,Horseshoe Bend National Military Park,National Military Park,100863
1990,SE,AL,Horseshoe Bend National Military Park,National Military Park,98606
1991,SE,AL,Horseshoe Bend National Military Park,National Military Park,58475
1992,SE,AL,Horseshoe Bend National Military Park,National Military Park,79995
1993,SE,AL,Horseshoe Bend National Military Park,National Military Park,91895
1994,SE,AL,Horseshoe Bend National Military Park,National Military Park,112862
1995,SE,AL,Horseshoe Bend National Military Park,National Military Park,106442
1996,SE,AL,Horseshoe Bend National Military Park,National Military Park,95851
1997,SE,AL,Horseshoe Bend National Military Park,National Military Park,97087
1998,SE,AL,Horseshoe Bend National Military Park,National Military Park,114721
1999,SE,AL,Horseshoe Bend National Military Park,National Military Park,111854
2000,SE,AL,Horseshoe Bend National Military Park,National Military Park,125372
2001,SE,AL,Horseshoe Bend National Military Park,National Military Park,108190
2002,SE,AL,Horseshoe Bend National Military Park,National Military Park,104033
2003,SE,AL,Horseshoe Bend National Military Park,National Military Park,85311
2004,SE,AL,Horseshoe Bend National Military Park,National Military Park,87956
2005,SE,AL,Horseshoe Bend National Military Park,National Military Park,58564
2006,SE,AL,Horseshoe Bend National Military Park,National Military Park,70067
2007,SE,AL,Horseshoe Bend National Military Park,National Military Park,73669
2008,SE,AL,Horseshoe Bend National Military Park,National Military Park,50719
2009,SE,AL,Horseshoe Bend National Military Park,National Military Park,72232
2010,SE,AL,Horseshoe Bend National Military Park,National Military Park,67776
